value time
200 17.971997261047363
200 18.04346799850464
200 18.114876747131348
200 18.186351776123047
200 18.25780749320984
202 18.3292818069458
202 18.400611639022827
202 18.472068071365356
202 18.543448448181152
202 18.614872217178345
202 18.686350107192993
202 18.757671356201172
202 18.82898497581482
204 18.900360822677612
202 18.971827030181885
204 19.043222427368164
204 19.114519357681274
206 19.18577527999878
204 19.256953239440918
204 19.3280246257782
206 19.399402618408203
206 19.47091007232666
206 19.54205846786499
206 19.61321997642517
206 19.68444585800171
208 19.755526065826416
206 19.826728343963623
208 19.898184776306152
208 19.969820976257324
208 20.041218280792236
208 20.112679719924927
208 20.18398880958557
210 20.255388498306274
208 20.326784133911133
208 20.398111820220947
210 20.469483375549316
210 20.540663480758667
210 20.61167597770691
210 20.682669639587402
210 20.753675937652588
210 20.824657917022705
210 20.895771503448486
212 20.96709656715393
212 21.038151025772095
212 21.10944962501526
212 21.18080711364746
212 21.252138137817383
212 21.323343753814697
212 21.39444088935852
212 21.465808868408203
214 21.53716206550598
214 21.608298301696777
214 21.679458618164062
214 21.75054693222046
214 21.821710348129272
214 21.89285922050476
214 21.964090585708618
214 22.035494089126587
214 22.1069016456604
216 22.17821431159973
214 22.24970841407776
214 22.321076154708862
216 22.392557859420776
216 22.46414279937744
216 22.535537004470825
216 22.607025384902954
216 22.678619146347046
216 22.75001358985901
216 22.821375846862793
218 22.892500400543213
218 22.963767290115356
218 23.03481364250183
218 23.10592794418335
218 23.177029848098755
218 23.248050451278687
218 23.319233655929565
220 23.39025902748108
218 23.46134376525879
220 23.532521963119507
220 23.604050397872925
220 23.675439596176147
220 23.746971368789673
220 23.81828260421753
220 23.88969874382019
220 23.961280345916748
220 24.032617807388306
220 24.103919744491577
222 24.175254106521606
220 24.246697664260864
222 24.31794047355652
222 24.38977289199829
220 24.46138310432434
222 24.532469511032104
222 24.60355019569397
222 24.675033807754517
222 24.746222734451294
222 24.817676067352295
222 24.88874578475952
224 24.95995831489563
222 25.031047344207764
224 25.102115869522095
224 25.173590898513794
224 25.2448513507843
222 25.315981149673462
224 25.38714027404785
224 25.458386659622192
224 25.52972984313965
224 25.600852966308594
224 25.672009229660034
226 25.743091344833374
226 25.814188718795776
226 25.88533306121826
226 25.95688509941101
224 26.028229475021362
226 26.099303483963013
226 26.17040753364563
226 26.241453170776367
226 26.312657833099365
226 26.38372492790222
226 26.455077648162842
226 26.52611756324768
226 26.597147703170776
226 26.668163537979126
226 26.739309549331665
226 26.8108127117157
228 26.88216805458069
226 26.953583002090454
228 27.025001287460327
228 27.096497774124146
228 27.167875051498413
228 27.239239931106567
228 27.3105890750885
228 27.38195538520813
228 27.453370332717896
228 27.524763822555542
230 27.596179723739624
228 27.667532444000244
230 27.738927602767944
228 27.810286283493042
230 27.881659746170044
230 27.9533052444458
230 28.024744033813477
230 28.096111536026
230 28.167364358901978
230 28.238746881484985
230 28.31019115447998
230 28.38133931159973
230 28.452630758285522
230 28.523630619049072
230 28.59461236000061
230 28.665600061416626
230 28.73664402961731
230 28.80767583847046
232 28.87877583503723
230 28.9500093460083
232 29.021034240722656
232 29.092463970184326
232 29.16402816772461
232 29.235454320907593
232 29.3070125579834
232 29.378435611724854
232 29.450108289718628
232 29.521412134170532
232 29.59261202812195
232 29.663652181625366
232 29.734761953353882
232 29.805872678756714
232 29.876915454864502
232 29.948254346847534
232 30.019315719604492
232 30.090439081192017
232 30.16161561012268
232 30.233000993728638
232 30.3045654296875
234 30.375983476638794
232 30.447546005249023
234 30.518956899642944
234 30.590357780456543
234 30.66190004348755
234 30.733327627182007
234 30.804872512817383
234 30.87629532814026
234 30.94783115386963
234 31.01891851425171
234 31.090028285980225
234 31.161148071289062
234 31.232257604599
234 31.303432941436768
234 31.374573230743408
236 31.446019887924194
236 31.51711106300354
234 31.588205099105835
234 31.65926480293274
234 31.731098651885986
236 31.802656173706055
234 31.874006748199463
236 31.94534397125244
236 32.01684379577637
236 32.088202714920044
236 32.159588098526
236 32.230934858322144
236 32.30239462852478
236 32.373692750930786
236 32.44508767127991
236 32.51660203933716
236 32.58788204193115
236 32.65921592712402
236 32.730563163757324
236 32.80206489562988
236 32.87342548370361
236 32.94493007659912
236 33.01632523536682
236 33.087767362594604
236 33.15917754173279
236 33.23057699203491
236 33.30198407173157
236 33.37340998649597
238 33.44500231742859
238 33.516515016555786
238 33.5875723361969
238 33.658597230911255
238 33.72961378097534
238 33.800692081451416
238 33.871766805648804
236 33.9430456161499
238 34.01418209075928
238 34.08523511886597
238 34.15626382827759
238 34.227455854415894
238 34.29905962944031
238 34.37068176269531
238 34.442662715911865
238 34.514260053634644
238 34.585551261901855
238 34.65651559829712
238 34.7275071144104
238 34.79853343963623
238 34.869527101516724
238 34.94065308570862
238 35.011730909347534
240 35.08275270462036
238 35.1538507938385
240 35.22497487068176
238 35.29667091369629
240 35.36809849739075
240 35.43959712982178
238 35.511488914489746
240 35.582988262176514
240 35.654547929763794
240 35.7259624004364
240 35.79718565940857
240 35.86821889877319
240 35.939350843429565
240 36.010358572006226
240 36.081419229507446
240 36.15252065658569
240 36.22349405288696
240 36.29465079307556
240 36.36604285240173
240 36.43765091896057
240 36.509143352508545
240 36.5805139541626
240 36.65186405181885
240 36.72334289550781
240 36.794960737228394
240 36.8662805557251
240 36.93765306472778
240 37.00944972038269
240 37.080851793289185
240 37.15220093727112
240 37.223634004592896
240 37.295088052749634
242 37.366376638412476
242 37.437690019607544
242 37.509220123291016
240 37.58046221733093
240 37.65162515640259
242 37.722652196884155
242 37.79371786117554
242 37.86478781700134
242 37.935994386672974
242 38.00718641281128
242 38.07835602760315
242 38.14942002296448
242 38.22052454948425
242 38.29193568229675
242 38.363248109817505
242 38.43481707572937
242 38.50628709793091
242 38.577691316604614
242 38.64914393424988
242 38.720508098602295
242 38.791935443878174
242 38.86309480667114
242 38.9342942237854
242 39.005518198013306
242 39.07659554481506
242 39.147714376449585
242 39.21878457069397
242 39.28985834121704
242 39.36116933822632
242 39.43254113197327
242 39.50371956825256
242 39.57494306564331
242 39.6462824344635
242 39.71774172782898
242 39.78914475440979
242 39.86054348945618
242 39.931901931762695
244 40.00332546234131
244 40.074589014053345
242 40.1457405090332
244 40.21682143211365
242 40.28797936439514
244 40.359034061431885
244 40.430073261260986
244 40.50150394439697
244 40.572556257247925
244 40.643656730651855
244 40.71477174758911
242 40.786078453063965
242 40.857532024383545
244 40.92885780334473
244 41.000361919403076
244 41.072054386138916
244 41.1433322429657
244 41.214622020721436
244 41.28605675697327
244 41.357940435409546
244 41.42923617362976
244 41.50078845024109
244 41.572104930877686
244 41.64317560195923
244 41.71425414085388
244 41.78538656234741
244 41.856467723846436
244 41.927547454833984
244 41.99868988990784
244 42.06981444358826
244 42.14091515541077
244 42.21199679374695
244 42.283289194107056
244 42.35477590560913
244 42.426130533218384
244 42.49763250350952
244 42.56889462471008
244 42.64020252227783
244 42.711528301239014
244 42.782880783081055
244 42.854416608810425
244 42.925861835479736
244 42.99734330177307
244 43.06870651245117
244 43.14019417762756
244 43.21153163909912
244 43.28304147720337
244 43.35440993309021
246 43.42571806907654
244 43.49738121032715
242 43.56878972053528
240 43.640299797058105
238 43.711525440216064
236 43.782655239105225
236 43.854127168655396
234 43.92530179023743
232 43.996694803237915
232 44.067779302597046
230 44.138816833496094
228 44.20993375778198
228 44.28098154067993
224 44.35238718986511
224 44.424081325531006
224 44.49571752548218
220 44.56685829162598
220 44.638306617736816
218 44.709452390670776
216 44.78047752380371
216 44.85160541534424
214 44.92275929450989
212 44.994136333465576
212 45.06524705886841
210 45.13635015487671
208 45.20765399932861
208 45.27911949157715
206 45.35072636604309
204 45.42213177680969
204 45.49378442764282
202 45.56533861160278
200 45.636735916137695
200 45.70816731452942
198 45.77951955795288
198 45.85106420516968
196 45.92245006561279
196 45.99389314651489
194 46.065462827682495
192 46.13724422454834
192 46.208521127700806
190 46.27967190742493
190 46.35075879096985
188 46.42181205749512
188 46.493228912353516
186 46.56453061103821
184 46.63563823699951
184 46.70712208747864
182 46.77843141555786
182 46.84970426559448
180 46.92097616195679
180 46.99281191825867
178 47.06420421600342
176 47.13551664352417
176 47.20693802833557
174 47.278340339660645
174 47.34980654716492
172 47.42113995552063
172 47.49251627922058
170 47.56355047225952
168 47.634666204452515
168 47.70571231842041
168 47.77680039405823
166 47.847886085510254
166 47.91893911361694
164 47.99019122123718
164 48.06127142906189
162 48.1325740814209
160 48.20411276817322
160 48.2755331993103
160 48.34671401977539
158 48.41773819923401
156 48.489128828048706
156 48.56021308898926
156 48.631261110305786
154 48.702457904815674
154 48.77346611022949
152 48.8444664478302
152 48.91556167602539
150 48.98678636550903
148 49.058112382888794
148 49.12951946258545
148 49.20091104507446
148 49.27225422859192
146 49.34366536140442
144 49.415064096450806
144 49.4862494468689
144 49.55738592147827
142 49.628472566604614
142 49.69959807395935
142 49.77064776420593
140 49.84175109863281
140 49.91288161277771
138 49.98477506637573
136 50.05692934989929
136 50.12886095046997
134 50.20036435127258
134 50.27202749252319
134 50.34321188926697
132 50.41432857513428
132 50.485761880874634
132 50.556838274002075
130 50.62837862968445
130 50.699546575546265
130 50.77055263519287
128 50.841678857803345
128 50.9130916595459
128 50.98473405838013
126 51.05616879463196
126 51.12753129005432
124 51.198954582214355
124 51.270113945007324
122 51.34116005897522
122 51.412264585494995
120 51.48357796669006
120 51.55462598800659
120 51.6257050037384
120 51.69685196876526
118 51.76789903640747
118 51.838990926742554
116 51.91010355949402
116 51.981866121292114
116 52.05342721939087
114 52.12481737136841
114 52.196144342422485
114 52.26760530471802
112 52.33903646469116
112 52.41045165061951
110 52.48201584815979
110 52.553428411483765
110 52.62486004829407
110 52.69628930091858
108 52.76781368255615
108 52.83940076828003
108 52.910911083221436
106 52.98248028755188
106 53.053810596466064
104 53.125231981277466
104 53.196552991867065
104 53.268001317977905
104 53.33924746513367
102 53.410754680633545
102 53.48228168487549
102 53.553325176239014
100 53.62447905540466
100 53.6955132484436
100 53.766616106033325
100 53.83764123916626
98 53.908732414245605
98 53.97997689247131
98 54.05111289024353
96 54.12221026420593
96 54.19349145889282
96 54.26507639884949
94 54.33651924133301
94 54.408029317855835
94 54.47962975502014
92 54.55085897445679
92 54.62193155288696
92 54.69302034378052
92 54.76419401168823
90 54.83556866645813
90 54.90693378448486
90 54.9782178401947
90 55.04937386512756
88 55.12063789367676
88 55.19188475608826
88 55.263434648513794
78 55.33490061759949
86 55.406394720077515
86 55.47826957702637
84 55.549917221069336
84 55.6212592124939
84 55.692585945129395
84 55.76382398605347
84 55.83531188964844
82 55.906736850738525
82 55.97819113731384
82 56.049381494522095
82 56.120569944381714
80 56.19169545173645
80 56.262813329696655
80 56.33390259742737
80 56.40494227409363
78 56.476261138916016
78 56.547364234924316
78 56.61849021911621
78 56.68966889381409
76 56.76112675666809
76 56.83251595497131
76 56.9038519859314
76 56.97552847862244
74 57.04689335823059
74 57.11846446990967
74 57.18984603881836
74 57.26125383377075
72 57.33270215988159
72 57.40400791168213
72 57.47527074813843
72 57.54627466201782
72 57.617368936538696
72 57.68840503692627
70 57.75948786735535
70 57.83061361312866
70 57.9016900062561
68 57.97300434112549
68 58.044435262680054
68 58.11560916900635
68 58.18699645996094
68 58.25828146934509
68 58.32966494560242
66 58.40087532997131
66 58.472145557403564
66 58.54327869415283
66 58.614479064941406
66 58.68564224243164
64 58.756789207458496
64 58.82789874076843
64 58.899147510528564
64 58.970609188079834
64 59.041768312454224
62 59.113020181655884
62 59.184553384780884
62 59.255916118621826
62 59.32714104652405
60 59.39867091178894
60 59.47033190727234
62 59.541651010513306
60 59.612725496292114
60 59.68384385108948
60 59.754897594451904
60 59.8259437084198
60 59.896939516067505
58 59.96805119514465
58 60.03962993621826
58 60.1107759475708
58 60.181885719299316
56 60.25320100784302
56 60.32472848892212
56 60.39599680900574
56 60.467673778533936
56 60.53905916213989
56 60.610223054885864
56 60.681432247161865
54 60.7526113986969
54 60.82380795478821
54 60.89480996131897
54 60.96633863449097
54 61.03745102882385
54 61.10854148864746
52 61.18025469779968
52 61.25155162811279
52 61.32302379608154
52 61.39452123641968
52 61.46609044075012
52 61.53755497932434
52 61.60893750190735
50 61.6803982257843
50 61.75180673599243
50 61.82322978973389
50 61.894787549972534
50 61.96627140045166
48 62.03772783279419
48 62.109025716781616
48 62.180542945861816
48 62.252020835876465
48 62.323487520217896
48 62.394869327545166
46 62.46650147438049
48 62.53783321380615
48 62.6089813709259
46 62.68007206916809
46 62.751229763031006
46 62.82233023643494
46 62.893524408340454
46 62.964863538742065
46 63.03600072860718
46 63.10730457305908
44 63.178457498550415
44 63.249672651290894
44 63.32121467590332
44 63.39265060424805
44 63.46428918838501
44 63.53542113304138
42 63.606550455093384
42 63.67765831947327
42 63.74867630004883
42 63.81967568397522
42 63.89071035385132
42 63.96193861961365
42 64.0331449508667
42 64.10418319702148
40 64.17543196678162
40 64.24690580368042
40 64.31828927993774
40 64.38996005058289
40 64.46159410476685
40 64.53277635574341
40 64.60385227203369
40 64.6749529838562
40 64.74605870246887
38 64.81708884239197
38 64.88817882537842
38 64.95952081680298
38 65.0306122303009
38 65.10168480873108
38 65.1728925704956
38 65.24448132514954
38 65.31595468521118
38 65.38723540306091
36 65.45848393440247
36 65.52970838546753
36 65.6008517742157
36 65.67199301719666
36 65.74305248260498
36 65.81449007987976
36 65.88587188720703
36 65.95722126960754
34 66.02832293510437
34 66.09966373443604
34 66.17120170593262
34 66.24262285232544
34 66.31418228149414
34 66.38541722297668
34 66.45679211616516
34 66.52790379524231
34 66.5990059375763
32 66.67011857032776
34 66.74152207374573
34 66.81267714500427
32 66.88379240036011
32 66.95505094528198
32 67.02626514434814
32 67.09754753112793
32 67.16903495788574
32 67.24052548408508
32 67.31193542480469
32 67.38330793380737
30 67.45484781265259
32 67.52610969543457
30 67.59748554229736
30 67.6688723564148
30 67.74036908149719
30 67.8118302822113
30 67.8833954334259
30 67.9548020362854
30 68.02626848220825
30 68.09762191772461
30 68.16887664794922
28 68.24019932746887
28 68.3115553855896
28 68.3828957080841
28 68.45463037490845
28 68.5260853767395
28 68.5979552268982
28 68.66924810409546
28 68.74093961715698
28 68.81267714500427
28 68.88416004180908
26 68.95564031600952
28 69.02683806419373
28 69.09795665740967
26 69.16938424110413
26 69.24048519134521
26 69.31211566925049
26 69.38344120979309
26 69.45508360862732
26 69.5262565612793
26 69.59735441207886
26 69.668625831604
26 69.74020481109619
26 69.81184434890747
26 69.88336777687073
24 69.95484709739685
24 70.0261459350586
24 70.0973789691925
24 70.16896772384644
24 70.2402913570404
24 70.31167411804199
24 70.3830177783966
24 70.45461297035217
24 70.52608346939087
22 70.59746050834656
24 70.66890287399292
24 70.74020457267761
24 70.81131863594055
22 70.88252329826355
22 70.9538369178772
22 71.02500367164612
22 71.09630942344666
22 71.16794037818909
22 71.23928928375244
22 71.31038165092468
22 71.38147282600403
22 71.4529390335083
22 71.52442455291748
22 71.59590792655945
22 71.66727447509766
22 71.73873972892761
22 71.8100996017456
22 71.88164138793945
20 71.95361423492432
20 72.0249297618866
20 72.09627771377563
20 72.16768097877502
20 72.23904347419739
20 72.31041193008423
20 72.38188576698303
20 72.45380711555481
20 72.52485466003418
20 72.59597682952881
20 72.66699051856995
20 72.73802208900452
20 72.8090467453003
20 72.88012385368347
20 72.95133399963379
18 73.0223879814148
18 73.09346532821655
20 73.16471934318542
18 73.2362949848175
18 73.30770802497864
18 73.3789689540863
18 73.4504063129425
18 73.52181696891785
18 73.59309530258179
18 73.66439390182495
18 73.73594641685486
18 73.80743169784546
18 73.87893748283386
18 73.95019721984863
18 74.02132511138916
18 74.09241056442261
16 74.16351819038391
18 74.23461747169495
18 74.30562853813171
16 74.37695860862732
16 74.44865536689758
16 74.51998162269592
16 74.59145402908325
16 74.66265773773193
16 74.73421788215637
16 74.8056697845459
16 74.87691354751587
16 74.94848442077637
16 75.02025294303894
16 75.09159278869629
16 75.16304111480713
16 75.23453450202942
16 75.30595993995667
16 75.37734174728394
16 75.4487955570221
16 75.52045965194702
16 75.59173202514648
16 75.66277384757996
14 75.73383641242981
16 75.80480146408081
16 75.88317775726318
16 75.95460224151611
14 76.02564716339111
16 76.09658122062683
14 76.16750311851501
16 76.23843145370483
14 76.30994057655334
14 76.38162326812744
14 76.45327162742615
14 76.52465224266052
14 76.59588408470154
14 76.6669671535492
14 76.73838686943054
14 76.80949473381042
14 76.8806688785553
14 76.95198678970337
14 77.02318096160889
14 77.09429383277893
14 77.1654257774353
14 77.2364730834961
14 77.30779242515564
14 77.37931418418884
14 77.45076727867126
12 77.5221574306488
12 77.5934488773346
14 77.66452479362488
12 77.73563957214355
12 77.8067102432251
12 77.87777924537659
12 77.94910740852356
12 78.02032089233398
14 78.09145951271057
12 78.16260528564453
12 78.23358917236328
12 78.30482339859009
12 78.37619972229004
12 78.44767761230469
12 78.51923203468323
12 78.59052014350891
12 78.66182780265808
12 78.73334956169128
12 78.8045244216919
12 78.87565112113953
12 78.94693541526794
12 79.01851844787598
12 79.08958530426025
12 79.16076898574829
12 79.23189520835876
10 79.30311274528503
10 79.3744580745697
12 79.44596147537231
12 79.51737880706787
10 79.58887815475464
12 79.6602680683136
10 79.73171782493591
10 79.80311226844788
10 79.87437844276428
10 79.94593739509583
10 80.0174572467804
10 80.08858275413513
10 80.15966129302979
10 80.23075127601624
10 80.30186915397644
10 80.37299752235413
10 80.44424629211426
10 80.51564025878906
10 80.58667635917664
10 80.65777206420898
10 80.72904586791992
10 80.80071187019348
10 80.8722186088562
10 80.9437267780304
10 81.01516723632812
10 81.08651518821716
10 81.15787124633789
10 81.22927689552307
8 81.30067610740662
